acctno,monthly_income,job_time_months,res_time_months,job_employment_status,job_title,job_company,job_verified,industry,term,fundedAmount,monthly_payment,make,model,year,loanStatus
L023358,3600.0,480.0,264.0,Full Time,CLEANING,BIRCHWOOD PLAZA NURSERING,False,Healthcare,54.0,17199.4,529.64,Honda,Pilot,2012.0,ACTIVE
L023359,2800.0,12.0,24.0,Full Time,,KLEEN MARK,False,Other Services,56.0,15197.3,495.14,Chevrolet,Malibu,2017.0,ACTIVE
L023362,5200.0,36.0,24.0,Full Time,MECHANIC,BAHA SERVICE,False,Other Services,45.0,9291.6,353.33,Mercedes-Benz,C Class,2013.0,ACTIVE
L023364,3200.0,36.0,48.0,Full Time,RIGGER,EXPRESS,False,Construction,50.0,10969.3,398.51,Chevrolet,Cruze,2017.0,WRITE-OFF
L023365,3200.0,216.0,96.0,,,Sparuce Landscaping,False,Other Services,57.0,18898.8,620.19,Chevrolet,Silverado 1500,2014.0,ACTIVE
L023366,2800.0,12.0,24.0,,Cook,fat Rosie's Taco And Tequila,False,Hospitality,54.0,12741.7,436.77,Chevrolet,Malibu,2018.0,WRITE-OFF
L023367,2000.0,3.0,36.0,Full Time,,CULVER'S,False,Hospitality,48.0,10752.5,425.63,Chevrolet,Cruze,2013.0,WRITE-OFF
L023368,2600.0,1.0,,,,SURE SATFF,False,Other Services,36.0,9141.0,489.6,Ford,Fusion,2013.0,ACTIVE
L023369,2400.0,34.0,24.0,,,Ron's Staffing,False,Other Services,54.0,15507.2,514.65,Nissan,Pathfinder,2015.0,ACTIVE
L023370,3500.0,7.0,60.0,Full Time,MED DRIVER,AWAY WE GO TRASNPORT,False,Transport,42.0,8803.7,423.17,Chevrolet,Malibu,2010.0,WRITE-OFF
L023372,5000.0,24.0,180.0,,,Birkey Trucking,False,Transport,54.0,16300.0,557.36,Chevrolet,Impala,2016.0,ACTIVE
L023373,3000.0,7.0,24.0,Full Time,NONE LISTED,GO RITEWAY,False,Transport,51.0,11481.1,455.8,INFINITI,QX60,2014.0,WRITE-OFF
L023374,2050.0,48.0,12.0,Full Time,MAINTENANCE,KILLEEN ISD,False,Education,54.0,13785.0,537.31,Ford,Fusion,2015.0,ACTIVE
L023375,4200.0,8.0,24.0,Full Time,FORKLIFT OPERATOR,GLAZIER,False,Construction,50.0,10339.9,460.39,Cadillac,Escalade,2007.0,ACTIVE
L023376,2800.0,12.0,24.0,Full Time,DASHER,DOOR DASH,False,Hospitality,60.0,17723.7,499.43,Chevrolet,Trax,2020.0,ACTIVE
L023378,2000.0,12.0,12.0,,Security Officer,Securitas,False,Other Services,48.0,9594.28,354.88,Ford,Fusion,2016.0,ACTIVE
L023379,3000.0,60.0,12.0,Full Time,COOK,FIORE PIZZERIA & BAKERY,False,Hospitality,54.0,13022.7,504.5,Toyota,RAV4,2014.0,ACTIVE
L023380,3840.0,1.0,0.0,Full Time,LABOR,LAKE CABLE,False,Construction,57.0,16410.3,602.14,Ford,Edge,2013.0,WRITE-OFF
L023381,6000.0,120.0,24.0,Full Time,LABOR,CHICAGO PALLET SERVICE INC,False,Wholesale,60.0,20454.8,664.35,Acura,MDX,2016.0,ACTIVE
L023382,2800.0,3.0,12.0,Full Time,LABOR,TERRA STAFFING INC,False,Other Services,48.0,11646.2,528.28,Chevrolet,Equinox,2011.0,WRITE-OFF
L023383,4240.0,24.0,0.0,Full Time,Medical,STAR VASCLAR ACCESS CENTE,False,Healthcare,50.0,11225.6,396.68,Nissan,Altima,2013.0,ACTIVE
L023386,3800.0,18.0,24.0,Full Time,OPERATOR,M LIZEN MANUFACTURING CO,False,Manufacturing,57.0,15599.7,569.89,Kia,Optima,2019.0,WRITE-OFF
L023387,3800.0,4.0,24.0,Full Time,OPERATOR,STAFFING PARTNERS,False,Other Services,51.0,,480.6,GMC,Terrain,2012.0,CLOSED
L023389,2560.0,3.0,0.0,Full Time,LABORER,UNISTAFF INC,False,Other Services,51.0,10314.6,452.91,Chevrolet,Malibu,2013.0,ACTIVE
L023390,5600.0,36.0,36.0,Full Time,,CERTCO INC,False,Other Services,57.0,16580.9,606.1,Ford,Explorer,2015.0,WRITE-OFF
L023392,2700.0,1.0,24.0,Full Time,MATERIAL HANDLER,NATIONAL TIRE SUPPLY,False,Wholesale,33.0,6267.52,398.49,Chevrolet,Equinox,2011.0,WRITE-OFF
L023394,2860.0,14.0,48.0,Full Time,,ABER CROMBIE & FITCH STORES IN,False,Retail,38.0,1682.81,718.69,Toyota,Corolla,2017.0,CLOSED
L023395,3140.0,1.0,0.0,Full Time,LABORER,CONTINENTAL ENVELOPE,False,Manufacturing,53.0,13059.6,528.82,Ford,Taurus,2012.0,ACTIVE
L023396,3560.0,5.0,0.0,Full Time,LABORER,WINNEBAGO FOUNDRY INC,False,Manufacturing,51.0,12936.5,539.06,Dodge,Grand Caravan,2017.0,ACTIVE
L023397,4200.0,72.0,72.0,,Labor,Printing Art,False,Manufacturing,60.0,23117.4,650.22,Dodge,Durango,2017.0,ACTIVE
L023398,2400.0,24.0,84.0,,,DOBLE TRCE,False,Other Services,60.0,21615.3,607.97,Hyundai,Santa Fe Sport,2017.0,REPOED
L023399,2800.0,12.0,48.0,,,SCHAUMBURG AUTO BUDY,False,Automotive,60.0,19537.0,549.52,Jeep,Cherokee,2015.0,ACTIVE
L023400,3200.0,288.0,120.0,,,SYMPHONY CAVE NETWORK,False,Other Services,54.0,15698.0,488.91,GMC,Terrain,2012.0,ACTIVE
L023402,3400.0,48.0,24.0,Full Time,,ELITE STAFFING,False,Other Services,51.0,12223.2,516.86,Dodge,Journey,2017.0,ACTIVE
L023403,3400.0,24.0,48.0,Full Time,,TITAN SECURITY,False,Other Services,36.0,8516.92,394.15,Dodge,Grand Caravan,2014.0,CLOSED
L023404,3216.0,4.0,12.0,Full Time,LABOR,ACCURATE PERSONNEL LLC,False,Other Services,57.0,15066.9,561.09,Kia,Sorento,2017.0,WRITE-OFF
L023405,3400.0,8.0,24.0,Full Time,CONSTRUCTOR,CONSTRUCCION COMERCIAL LLC,False,Construction,51.0,12116.5,504.08,Hyundai,Veracruz,2011.0,ACTIVE
L023406,2240.0,4.0,0.0,Full Time,PRODUCCION,ACCURATE PERSONNEL LLC,False,Other Services,57.0,14314.2,545.63,Nissan,Pathfinder,2015.0,WRITE-OFF
L023408,3901.0,24.0,120.0,Full Time,SUPERVISOR,COSTA SOLUTIONS,False,Other Services,46.0,12298.5,532.0,Cadillac,ATS,2014.0,WRITE-OFF
L023409,1600.0,12.0,0.0,Full Time,,THE DEL BAR,False,Hospitality,57.0,14064.3,535.01,Chevrolet,Equinox,2017.0,CLOSED
L023412,4800.0,48.0,48.0,Full Time,,INSTAFF POWERED JOB,False,Other Services,57.0,16868.0,629.18,GMC,Sierra 1500,2014.0,ACTIVE
L023413,3040.0,30.0,48.0,Full Time,SANITATION,GREAT KITCHEN,False,Hospitality,48.0,11452.0,396.98,Dodge,Journey,2016.0,ACTIVE
L023414,2560.0,84.0,12.0,Full Time,,SPORTS AWARDS,False,Entertainment,54.0,15792.4,504.47,Chevrolet,Camaro,2015.0,ACTIVE
L023415,2600.0,4.0,12.0,Full Time,FOOD PREP,GOOD TEQUILAS MEXICAN GRILL,False,Hospitality,51.0,9596.6,436.07,Volkswagen,Jetta,2015.0,WRITE-OFF
L023416,4500.0,5.0,48.0,Full Time,MACHINE OPERATOR,CLEVELAND HARDWARE,False,Manufacturing,55.0,18380.6,619.59,Jeep,Grand Cherokee,2014.0,ACTIVE
L023417,5000.0,12.0,12.0,,,Clear Staff,False,Other Services,57.0,16027.3,563.68,Dodge,Durango,2015.0,ACTIVE
L023419,4800.0,3.0,24.0,Full Time,,PTS FULFILLMENT SERVICES INC,False,Other Services,54.0,13943.6,488.46,Toyota,Corolla,2011.0,ACTIVE
L023420,3000.0,144.0,24.0,Full Time,SALES,TUPPERWARE,False,Retail,42.0,9157.59,393.39,Nissan,Sentra,2015.0,ACTIVE
L023422,2800.0,7.0,36.0,Full Time,LABOR,STAFFING INC,False,Other Services,54.0,14594.5,499.45,Nissan,Rogue,2015.0,WRITE-OFF
L023423,3004.0,16.0,12.0,Full Time,,KALAHARI RESORTS AND CONVENTIO,False,Hospitality,57.0,15855.9,566.28,Hyundai,Santa Fe Sport,2016.0,ACTIVE
L023424,3680.0,33.0,36.0,,,Austin Industrial,False,Construction,57.0,18075.3,609.64,Toyota,Tundra,2012.0,ACTIVE
L023425,2800.0,12.0,84.0,Full Time,DELIVERY,GRUB HUB,False,Hospitality,60.0,19497.9,578.02,Scion,iM,2016.0,ACTIVE
L023426,3000.0,7.0,36.0,Full Time,LABOR,ATLAS PUTTY,False,Construction,48.0,14483.1,535.71,Ford,Escape,2017.0,ACTIVE
L023428,2700.0,3.0,24.0,,Dental Assistant,Pearlviwe Dental,False,Healthcare,48.0,11302.5,430.28,Honda,Odyssey,2012.0,ACTIVE
L023429,2946.0,14.0,12.0,,Labor,Cleara Staffing,False,Other Services,48.0,10480.4,365.69,Ford,Escape,2016.0,WRITE-OFF
L023430,4100.0,25.0,24.0,Full Time,HAIRSTYLIST,HAIR BY BRIANNA,False,Other Services,45.0,10143.5,434.36,Honda,Odyssey,2010.0,WRITE-OFF
L023432,4000.0,12.0,12.0,Full Time,,MIDWAY STAFFING,False,Other Services,54.0,16909.3,633.95,Chevrolet,Traverse,2019.0,CLOSED
L023433,1400.0,15.0,12.0,Full Time,,PIZZA PUB,False,Hospitality,48.0,12784.3,534.56,Chevrolet,Malibu,2016.0,ACTIVE
L023435,3520.0,24.0,0.0,Full Time,LABOR,DOUGLAS AND COMPANY,False,Other Services,48.0,16815.5,666.59,Dodge,Journey,2016.0,WRITE-OFF
L023436,3520.0,24.0,72.0,Full Time,BAKERY,PANADERIA EMMANUEL,False,Hospitality,48.0,13654.3,577.88,Nissan,Altima,2016.0,ACTIVE
L023437,2280.0,4.0,12.0,Full Time,LINEWORKER,SPI STAFFING,False,Construction,54.0,15918.2,612.5,Ford,Fusion,2018.0,ACTIVE
L023438,2160.0,11.0,,,,STAFFING INC,False,Other Services,53.0,14316.8,501.8,Chevrolet,Impala,2014.0,WRITE-OFF
L023439,3600.0,2.0,24.0,,Labor,Sasquath LLC,False,Other Services,57.0,16363.6,548.01,Ford,Escape,2015.0,ACTIVE
L023440,2960.0,5.0,72.0,Full Time,,Primary Staffing Inc,False,Other Services,57.0,16461.9,546.42,Chevrolet,Equinox,2014.0,WRITE-OFF
L023441,3200.0,24.0,72.0,,,SELF EMPLOYED,False,Other Services,59.0,18526.8,602.44,Jeep,Cherokee,2014.0,ACTIVE
L023442,7800.0,72.0,24.0,Self-Employed,OWNER,SELF EMPLOYED FASHION BOU,False,Retail,42.0,12343.0,569.02,Honda,Odyssey,2012.0,ACTIVE
L023443,1941.0,77.0,60.0,Full Time,Other,PRASEJKS,False,Other Services,56.0,14318.0,482.87,Ford,Fusion,2018.0,ACTIVE
L023444,5500.0,7.0,24.0,Full Time,WELDER,CUSTOM FABRICATING AND REPAIR,False,Manufacturing,57.0,20222.1,727.17,Ford,F150,2015.0,ACTIVE
L023445,3600.0,3.0,24.0,Full Time,STAFFING OPERATOR,DYNAMIC CONSULTING GROUP INC D,False,Professional Services,57.0,14524.1,538.29,Chevrolet,Equinox,2014.0,CLOSED
L023446,2880.0,6.0,24.0,Full Time,LABORER,JEWEL FOODS STORES INC,False,Retail,57.0,15134.7,554.83,Ford,Escape,2018.0,ACTIVE
L023447,2800.0,18.0,0.0,Full Time,LABORER,UNIVERSAL GLOBAL CONTRACTOR LL,False,Construction,51.0,12251.5,514.7,Chevrolet,Equinox,2014.0,WRITE-OFF
L023448,3600.0,6.0,36.0,Full Time,TECHNICAL ELECTRICIAN,WINDY CITY CONSTRUCTION,False,Construction,51.0,12562.7,498.22,Buick,Encore,2015.0,ACTIVE
L023449,2395.0,48.0,96.0,Full Time,Personal Assistant,State of Illinois,False,Government,36.0,7520.0,430.24,Ford,Fusion,2012.0,ACTIVE
L023450,9000.0,8.0,24.0,Full Time,PRESIDENT,JML OAK BUSINESS,False,Other Services,57.0,13407.9,513.26,Hyundai,Sonata,2016.0,ACTIVE
L023451,3200.0,8.0,24.0,Full Time,,OAKTON GLASS COMPANY,False,Manufacturing,39.0,7406.7,402.8,Nissan,Sentra,2013.0,CLOSED
L023452,6000.0,13.0,36.0,Full Time,SUPERVISOR,ETEK TOOL MANU,False,Manufacturing,57.0,15694.3,528.76,Dodge,Durango,2013.0,WRITE-OFF
L023453,3600.0,18.0,12.0,Full Time,,LITTLE CEASERS,False,Hospitality,48.0,9903.83,378.41,Honda,CR-V,2011.0,ACTIVE
L023454,3989.0,7.0,72.0,Full Time,MANAGER,JP MORGAN CHASE,False,Finance,60.0,22578.9,633.14,Jeep,Cherokee,2019.0,WRITE-OFF
L023455,3000.0,30.0,12.0,Full Time,,LINK SNACKS INC,False,Manufacturing,54.0,16030.3,554.77,BMW,X5,2015.0,CLOSED
L023456,2250.0,38.0,24.0,Full Time,,GT INDEPENDENTS,False,Other Services,54.0,14320.6,540.99,Acura,MDX,2011.0,WRITE-OFF
L023458,2650.0,25.0,24.0,Full Time,,FACILITIES PERFORMANCE GROUP,False,Other Services,48.0,9824.77,369.12,Jeep,Patriot,2013.0,ACTIVE
L023459,2400.0,6.0,0.0,Full Time,MAINTANCE,WEST FORCE DIVISION LLC,False,Other Services,36.0,9336.09,493.34,Hyundai,Elantra,2013.0,WRITE-OFF
L023460,5048.0,26.0,24.0,Full Time,CAREGIVER,INNOVATIVE HOMECARE SOLUT,False,Healthcare,36.0,6122.26,281.03,Nissan,Altima,2009.0,ACTIVE
L023463,4800.0,36.0,12.0,Full Time,ANAYLIST,DOVENMUEHLE,False,Other Services,42.0,8666.88,364.59,Chevrolet,Equinox,2012.0,ACTIVE
L023464,3600.0,18.0,24.0,Full Time,CONSTRUTOR,EAGLES EXTERIORS,False,Construction,48.0,14205.6,532.54,GMC,Terrain,2013.0,WRITE-OFF
L023466,2720.0,3.0,24.0,Full Time,PACKER,MIDWAY STAFFING,False,Other Services,48.0,14977.2,551.58,Ford,Escape,2014.0,WRITE-OFF
L023467,2500.0,26.0,24.0,Full Time,LABORER,ILLINOIS SANITATION SERVICES,False,Other Services,54.0,13304.8,494.31,Chevrolet,Cruze,2018.0,WRITE-OFF
L023468,2300.0,3.0,24.0,Full Time,GENERAL LABOR,DAIRY LAND FARMS,False,Agriculture,48.0,13200.5,495.19,Ford,Escape,2010.0,ACTIVE
L023469,3000.0,1.0,24.0,Full Time,QC,OSI INDUSTRIES,False,Manufacturing,48.0,14097.3,528.51,Hyundai,Tucson,2011.0,ACTIVE
L023471,2946.0,2.0,24.0,Full Time,PACKING,CLEAR STAFF,False,Other Services,50.0,16522.4,604.16,Kia,Forte,2016.0,ACTIVE
L023475,2480.0,1.0,12.0,Full Time,LABORER,CLEAR STAFF INC,False,Other Services,53.0,13516.9,525.91,Hyundai,Tucson,2015.0,ACTIVE
L023477,0.0,12.0,24.0,Full Time,Supervisor,A and F Construction Plus,False,Construction,30.0,8360.0,428.57,INFINITI,G37,2013.0,WRITE-OFF
L023479,2400.0,18.0,108.0,Full Time,worker,taco palenque,False,Hospitality,48.0,10875.0,419.43,Chevrolet,Cruze,2017.0,ACTIVE
L023480,2000.0,12.0,12.0,Full Time,CLERK,SA PRO SERVICE,False,Other Services,60.0,14835.0,458.05,Mitsubishi,Mirage,2019.0,ACTIVE
L023481,2000.0,6.0,48.0,,Labor,Cajan Laundry ii LLC,False,Other Services,51.0,11570.8,441.76,Nissan,Altima,2015.0,ACTIVE
L023482,4000.0,120.0,24.0,,Labor,Guaman Exterior,False,Construction,60.0,20424.3,617.23,Jeep,Grand Cherokee,2014.0,CLOSED
L023484,2160.0,2.0,,,,Staffing Inc,False,Professional Services,53.0,14586.6,509.35,Ford,Escape,2013.0,ACTIVE
L023485,2400.0,1.0,0.0,,Labor,Kehe Distributor,False,Wholesale,57.0,15251.0,556.19,Ford,Explorer,2014.0,WRITE-OFF
L023486,2800.0,5.0,12.0,Full Time,REMODELING HOUSES,AMB CONSTRUCTION GROUP LLC,False,Construction,60.0,0.0,523.99,Nissan,Maxima,2016.0,ACTIVE
L023488,2480.0,42.0,108.0,Full Time,,METRO STAFFING,False,Professional Services,54.0,16799.8,546.79,Mazda,CX-5,2016.0,ACTIVE
L023491,2500.0,2.0,192.0,Full Time,Health center assist,Planned parenthood,False,Healthcare,54.0,20939.2,619.82,Chevrolet,Malibu,2020.0,ACTIVE
L023492,3166.6666666666665,62.0,72.0,Full Time,MACHINE OPERATOR,ASG STAFFING INC,False,Manufacturing,60.0,21876.5,659.76,Toyota,Corolla,2019.0,ACTIVE
L023493,1833.3333333333333,36.0,48.0,Full Time,,PRECISION,False,Other Services,36.0,7690.0,346.57,Honda,Accord,2008.0,ACTIVE
L023494,3000.0,4.0,24.0,Full Time,General Job,R and A Truck,False,Transport,42.0,9352.22,425.33,Hyundai,Accent,2015.0,WRITE-OFF
L023495,2750.0,7.0,108.0,Full Time,DISPATCHER,IGD PLUMBING,False,Construction,42.0,11732.0,487.68,Chevrolet,Suburban,2012.0,CLOSED
L023501,4400.0,24.0,84.0,,Security,Fifty/ 50 Management group,False,Other Services,48.0,10538.1,400.75,Nissan,Maxima,2012.0,ACTIVE
L023503,2500.0,40.0,180.0,Full Time,CNA,ILIFE,False,Healthcare,50.0,12540.5,514.53,Nissan,Pathfinder,2012.0,WRITE-OFF
L023504,3081.0,17.0,420.0,Full Time,,BAKER'S QUALITY PIZZA CRUST,False,Hospitality,48.0,12094.4,520.13,Chevrolet,Equinox,2013.0,ACTIVE
L023506,3000.0,97.0,96.0,Full Time,ROOFERS,QUALITY RESTORATION,False,Construction,39.0,6800.4,283.6,Mitsubishi,Lancer,2011.0,ACTIVE
L023509,1980.0,24.0,36.0,Full Time,project manager,ajl consulting,False,Professional Services,60.0,18975.8,570.81,Toyota,Corolla,2020.0,CLOSED
L023510,3000.0,26.0,0.0,Full Time,SERVER,KINGS DINING AND ENTERTAINMENT,False,Hospitality,51.0,11128.0,509.56,Volkswagen,Tiguan,2012.0,WRITE-OFF
L023511,5000.0,300.0,36.0,Full Time,CATERER,SELF EMPLOYED,False,Hospitality,60.0,15832.5,559.34,Nissan,Rogue,2014.0,WRITE-OFF
L023512,4800.0,264.0,72.0,,bag/ Loader,UPS,False,Transport,54.0,14155.0,479.95,INFINITI,G37,2013.0,ACTIVE
L023514,3076.0,14.0,24.0,other,LINE CHEF,WHATABURGER,False,Hospitality,48.0,11755.0,451.22,Nissan,Rogue,2016.0,WRITE-OFF
L023515,2880.0,5.0,36.0,Full Time,MAT HANDLER,PERFECTION PLATING INC,False,Manufacturing,42.0,10438.0,422.13,Chevrolet,Cruze,2014.0,ACTIVE
L023517,3100.0,3.0,48.0,Full Time,PHSYC TECHICIAN,HARRIS COUNTY HOSPITAL,False,Healthcare,54.0,15280.0,568.63,Ford,Fusion,2017.0,ACTIVE
L023518,2800.0,32.0,24.0,Full Time,,KINDRAS FLOORS,False,Retail,48.0,9224.24,364.1,Cadillac,ATS,2013.0,REPOED
L023519,2750.0,36.0,72.0,Full Time,MANTENIMIENTO,NU-TREND SERVICES INC,False,Other Services,60.0,16821.0,527.17,Volkswagen,Beetle,2017.0,ACTIVE
L023520,2560.0,6.0,0.0,Full Time,LABOR,MSI,False,Construction,60.0,21238.4,691.8,Ford,F150,2015.0,ACTIVE
L023521,4000.0,6.0,0.0,Full Time,INSTALLER,CREATIVE FLOORS INC,False,Construction,60.0,16099.2,515.33,BMW,3-Series,2013.0,CLOSED
L023522,2400.0,36.0,24.0,Full Time,COOK,RED HABANERO,False,Hospitality,60.0,16369.0,584.36,Nissan,Rogue,2015.0,ACTIVE
L023523,3200.0,12.0,0.0,Full Time,LABOR,LUNA LAWN CARE SERVICES LLC,False,Other Services,57.0,13857.4,512.7,Jeep,Patriot,2015.0,WRITE-OFF
L023524,2560.0,72.0,48.0,Full Time,LABOR,ELITE STAFFING,False,Other Services,57.0,14846.6,550.8,Ford,Escape,2013.0,REPOED
L023525,3040.0,1.0,24.0,Full Time,LABOR,ADVOCATE AURORA HEALTH,False,Healthcare,57.0,15164.6,564.78,Chevrolet,Impala,2017.0,WRITE-OFF
L023526,3520.0,24.0,0.0,Full Time,DRYWALL,ALL SEASON DRYWALL LLC,False,Construction,42.0,11100.7,521.31,Jeep,Patriot,2014.0,WRITE-OFF
L023527,2600.0,3.0,0.0,Full Time,HOUSE KEEPING,HOLIDAY INN EXPRESS WAUKEGAN,False,Hospitality,54.0,13454.1,476.35,Dodge,Journey,2015.0,WRITE-OFF
L023528,4900.0,168.0,204.0,Full Time,,GENERAL CONVERTING,False,Manufacturing,48.0,12353.9,409.84,Kia,Sedona,2015.0,ACTIVE
L023529,3200.0,49.0,24.0,Full Time,,USMD CARROLLTON,False,Healthcare,54.0,15222.7,552.38,Nissan,Pathfinder,2014.0,WRITE-OFF
L023530,6380.0,9.0,12.0,Full Time,LABORER,LABOR PERSONEL LLC,False,Construction,57.0,14770.5,569.72,Jeep,Cherokee,2016.0,ACTIVE
L023532,3400.0,6.0,24.0,Full Time,LABORER,ALLIED MACHINERY RICHLAND LLC,False,Construction,42.0,12489.2,578.64,Kia,Optima,2015.0,WRITE-OFF
L023533,3000.0,2.0,24.0,Full Time,PULIDOR,GERALI CUSTOM DESIGN INC,False,Manufacturing,57.0,12810.1,506.78,Chevrolet,Traverse,2015.0,ACTIVE
L023534,2800.0,8.0,36.0,Full Time,PICKING,QPS EMPLOYMENTS GROUP,False,Other Services,57.0,15723.5,588.32,Ford,Edge,2015.0,WRITE-OFF
L023535,3800.0,18.0,24.0,Full Time,OPERATOR,RICHARD & SONS BAKERY,False,Manufacturing,54.0,15725.9,528.51,Ford,Explorer,2014.0,ACTIVE
L023537,2600.0,3.0,24.0,Full Time,LABORER,SURESTAFF INC,False,Other Services,53.0,11245.1,548.09,Toyota,Corolla,2014.0,WRITE-OFF
L023538,2500.0,7.0,0.0,Full Time,,SALM PARTNERS,False,Manufacturing,50.0,13920.6,506.9,Lincoln,MKZ,2013.0,ACTIVE
L023539,4800.0,5.0,24.0,Full Time,LABORER,STAFFWORKS,False,Other Services,51.0,11525.8,482.03,Dodge,Journey,2014.0,ACTIVE
L023540,2960.0,6.0,24.0,Full Time,,WISCONSIN DAIRY DISTRIBUTING,False,Wholesale,39.0,8951.1,456.57,Chevrolet,Sonic,2012.0,WRITE-OFF
L023541,2560.0,3.0,24.0,Full Time,LABORER,RAYNOLDS MACHINE COMPANY,False,Manufacturing,57.0,14334.9,542.04,Toyota,Corolla,2015.0,WRITE-OFF
L023542,2800.0,8.0,24.0,Full Time,LABORER,SUR STAFF INC,False,Other Services,48.0,13928.5,567.56,Chevrolet,Equinox,2015.0,ACTIVE
L023543,3100.0,26.0,12.0,,Cook,Labor Personnel,False,Hospitality,36.0,13269.0,566.25,GMC,Terrain,2014.0,WRITE-OFF
L023544,2700.0,6.0,24.0,Full Time,CLEANER,JAN PRO CLEANING,False,Other Services,42.0,14094.8,573.16,Honda,Accord,2015.0,ACTIVE
L023545,3200.0,6.0,84.0,Full Time,RAMP AGENT,SOUTHWEST AIRLINES,False,Transport,54.0,10195.8,407.06,Ford,Focus,2016.0,WRITE-OFF
L023546,2800.0,2.0,12.0,Full Time,LABORER,NORTHWEST STAFFING SOLUTIONS,False,Other Services,53.0,15573.7,599.41,Toyota,Corolla,2017.0,WRITE-OFF
L023547,3000.0,6.0,0.0,Full Time,LABOR,LABOR PERSONNEL LLC,False,Other Services,51.0,9708.0,538.51,Chevrolet,Equinox,2015.0,WRITE-OFF
L023548,4800.0,10.0,0.0,Full Time,,WAUPACA FOUNDRY,False,Manufacturing,51.0,12511.3,521.86,Chevrolet,Malibu,2014.0,ACTIVE
L023549,3200.0,18.0,12.0,Full Time,LABOR,MIDWAY STAFFING,False,Other Services,54.0,15090.3,527.87,Nissan,Versa,2018.0,WRITE-OFF
L023550,1630.0,24.0,48.0,Full Time,JANITOR,THE RM CALNAVEZ COMP,False,Other Services,60.0,13912.7,453.21,Chevrolet,Malibu,2017.0,ACTIVE
L023551,1880.0,3.0,12.0,Full Time,LABOR,EXCELL INTERNATIONAL,False,Other Services,57.0,17647.6,638.7,Mitsubishi,Outlander Sport,2019.0,ACTIVE
L023552,2200.0,15.0,120.0,Full Time,OFFICE,AMERICAN NUT AND CANDY,False,Wholesale,52.0,20492.6,671.01,Nissan,Altima,2019.0,ACTIVE
L023553,2600.0,36.0,24.0,Full Time,CAHIER,CAFE  ZUPAS,False,Hospitality,52.0,17237.5,670.04,Nissan,Altima,2017.0,ACTIVE
L023561,2240.0,24.0,96.0,,,Supermercados Torres Inc,False,Retail,57.0,15880.1,561.73,Dodge,Charger,2015.0,WRITE-OFF
L023562,2560.0,12.0,48.0,,,Metro Staff Inc,False,Other Services,57.0,14943.4,526.69,Ford,Fusion,2014.0,ACTIVE
L023607,2400.0,12.0,12.0,,Operador,New Era Windows,False,Construction,57.0,14126.1,507.04,Toyota,Corolla,2016.0,ACTIVE
L023608,2300.0,5.0,12.0,Full Time,LABOR,UNITED FOODS CORPORATION,False,Manufacturing,51.0,11956.6,488.25,Ford,Fusion,2014.0,ACTIVE
L023610,3800.0,4.0,12.0,Full Time,OTHER,ASC STAFFING GROUP,False,Other Services,48.0,10876.5,401.38,Chevrolet,Sonic,2016.0,ACTIVE
L023611,5082.0,1.0,24.0,Full Time,FARMWORK,TEAM EFFORT DAIRY,False,Agriculture,54.0,13558.0,479.99,Dodge,Durango,2013.0,WRITE-OFF
L023613,3000.0,12.0,24.0,,Labor,Gilster Mary Lee,False,Manufacturing,48.0,16826.0,563.02,Nissan,Altima,2018.0,WRITE-OFF
L023614,2000.0,3.0,,,,STARBUCKS,False,Hospitality,54.0,16635.2,498.63,Ford,Escape,2014.0,ACTIVE
L023615,2480.0,7.0,12.0,,labor,Vensure,False,Professional Services,60.0,19735.3,578.71,GMC,Terrain,2018.0,CLOSED
L023616,3200.0,12.0,180.0,,Mixer,Conway Import Co Inc,False,Manufacturing,48.0,15071.6,548.43,Chevrolet,Equinox,2015.0,WRITE-OFF
L023617,2560.0,144.0,360.0,,Truck Driver,Crescent Food,False,Transport,54.0,16780.9,522.64,Chevrolet,Traverse,2015.0,ACTIVE
L023618,2400.0,3.0,,,Labor,Sugar factory,False,Manufacturing,51.0,14751.8,558.44,Chevrolet,Equinox,2015.0,ACTIVE
L023619,2920.0,4.0,24.0,,Labor,Staffing Inc,False,Other Services,57.0,15700.8,551.08,Dodge,Journey,2017.0,ACTIVE
L023620,5000.0,32.0,36.0,Full Time,MANAGER,FOUNDATION FINANCE,False,Finance,36.0,7624.15,351.06,Mitsubishi,Outlander Sport,2014.0,ACTIVE
L023621,2400.0,3.0,0.0,,Labor,Clear Staffing,False,Other Services,51.0,10939.7,438.98,Dodge,Avenger,2014.0,ACTIVE
L023622,50000.0,4.0,180.0,Full Time,Cell tower tech,Gulf coast fiber services,False,IT,60.0,15055.0,466.96,Cadillac,SRX,2013.0,ACTIVE
L023623,3600.0,7.0,36.0,Full Time,OPERATOR,THE XCEL GROUP,False,Other Services,48.0,12587.0,456.67,Ford,Focus,2014.0,REPOED
L023624,2000.0,72.0,60.0,Full Time,CUSTOMER SERVICE,TAQUERIA AMIGO CHINO 2,False,Hospitality,55.0,8490.0,352.57,Ford,Escape,2016.0,ACTIVE
L023625,1900.0,24.0,36.0,,,Q.P.W.B LAW,False,Professional Services,51.0,11989.3,462.51,Jeep,Grand Cherokee,2012.0,WRITE-OFF
L023626,4000.0,29.0,24.0,Full Time,,TRUCKS PLACE RESTAURANT ANTIGO,False,Hospitality,54.0,15505.2,527.41,Honda,Civic,2013.0,ACTIVE
